OrderID,Date,Customer,Region,Category,Product,Quantity,UnitPrice,TotalSales
1827,2025-06-16,C0827,North,Furniture,Sofa,11,6430,70730
1828,2025-08-17,C0828,East,Furniture,Sofa,7,41289,289023
1829,2025-04-13,C0829,South,Electronics,Tablet,19,27084,514596
1830,2025-04-16,C0830,South,Clothing,Jacket,1,23550,23550
1831,2025-04-12,C0831,North,Furniture,Sofa,16,42021,672336
1832,2025-03-11,C0832,South,Furniture,Cupboard,12,16784,201408
1833,2025-04-12,C0833,South,Electronics,Mobile,10,28581,285810
1834,2025-06-17,C0834,East,Clothing,Jeans,16,1084,17344
1835,2025-04-12,C0835,North,Furniture,Chair,4,28601,114404
1836,2025-07-15,C0836,West,Electronics,Headphones,11,21936,241296
1837,2025-07-28,C0837,North,Furniture,Cupboard,11,20875,229625
1838,2025-06-30,C0838,West,Furniture,Cupboard,7,1621,11347
1839,2025-08-25,C0839,West,Furniture,Table,2,29357,58714
1840,2025-07-11,C0840,East,Electronics,Smartwatch,7,5679,39753
1841,2025-06-29,C0841,East,Electronics,Headphones,15,11673,175095
1842,2025-08-16,C0842,South,Electronics,Headphones,20,29833,596660
1843,2025-06-20,C0843,East,Clothing,Jeans,19,35542,675298
1844,2025-04-25,C0844,South,Furniture,Chair,5,8183,40915
1845,2025-07-18,C0845,North,Furniture,Cupboard,14,44999,629986
1846,2025-03-15,C0846,West,Furniture,Cupboard,12,40446,485352
1847,2025-07-25,C0847,West,Furniture,Bed,20,39558,791160
1848,2025-04-09,C0848,South,Clothing,Jacket,5,53150,265750
1849,2025-06-28,C0849,East,Furniture,Sofa,17,46759,794903
1850,2025-03-02,C0850,North,Clothing,Jeans,16,40387,646192
1851,2025-04-10,C0851,North,Furniture,Bed,19,21080,400520
1852,2025-07-29,C0852,West,Clothing,Jeans,12,30567,366804
1853,2025-03-21,C0853,West,Electronics,Smartwatch,3,51141,153423
1854,2025-04-11,C0854,North,Clothing,Dress,12,4992,59904
1855,2025-05-05,C0855,North,Clothing,Jeans,15,47072,706080
1856,2025-04-11,C0856,South,Clothing,Jeans,2,47650,95300
1857,2025-08-13,C0857,East,Furniture,Table,14,33503,469042
1858,2025-05-06,C0858,West,Electronics,Laptop,4,45905,183620
1859,2025-07-04,C0859,West,Electronics,Mobile,20,24703,494060
1860,2025-06-16,C0860,East,Clothing,Dress,8,39877,319016
1861,2025-05-28,C0861,West,Furniture,Bed,7,42047,294329
1862,2025-07-20,C0862,North,Clothing,Jacket,1,2108,2108
1863,2025-06-08,C0863,South,Furniture,Sofa,3,22725,68175
1864,2025-03-07,C0864,East,Clothing,Jacket,15,58537,878055
1865,2025-06-27,C0865,North,Furniture,Table,2,50682,101364
1866,2025-07-16,C0866,West,Clothing,Shirt,20,53657,1073140
1867,2025-08-04,C0867,West,Electronics,Tablet,19,43010,817190
1868,2025-04-13,C0868,East,Furniture,Cupboard,5,53703,268515
1869,2025-03-26,C0869,South,Electronics,Smartwatch,17,30067,511139
1870,2025-03-26,C0870,South,Electronics,Laptop,2,39277,78554
1871,2025-03-11,C0871,East,Electronics,Smartwatch,16,39456,631296
1872,2025-07-21,C0872,South,Clothing,Shirt,5,4689,23445
1873,2025-05-30,C0873,North,Clothing,Jacket,9,14382,129438
1874,2025-05-30,C0874,South,Electronics,Headphones,15,7168,107520
1875,2025-03-01,C0875,East,Clothing,T-shirt,10,19915,199150
1876,2025-05-09,C0876,South,Clothing,Jacket,10,38679,386790
1877,2025-06-08,C0877,East,Furniture,Table,2,40682,81364
1878,2025-04-16,C0878,West,Furniture,Cupboard,2,9176,18352
1879,2025-04-15,C0879,East,Electronics,Mobile,19,29253,555807
1880,2025-04-03,C0880,East,Furniture,Cupboard,18,18440,331920
1881,2025-06-24,C0881,South,Clothing,Shirt,13,6793,88309
1882,2025-04-01,C0882,South,Electronics,Smartwatch,20,11748,234960
1883,2025-03-02,C0883,West,Clothing,T-shirt,13,22993,298909
1884,2025-03-12,C0884,West,Electronics,Laptop,12,42076,504912
1885,2025-06-23,C0885,South,Clothing,Dress,13,42605,553865
1886,2025-04-16,C0886,North,Clothing,Jacket,18,14236,256248
1887,2025-08-20,C0887,West,Electronics,Smartwatch,6,45695,274170
1888,2025-08-14,C0888,South,Electronics,Smartwatch,2,57411,114822
1889,2025-07-05,C0889,East,Furniture,Table,13,39565,514345
1890,2025-04-25,C0890,West,Furniture,Sofa,9,24545,220905
1891,2025-05-28,C0891,West,Furniture,Cupboard,8,16987,135896
1892,2025-05-21,C0892,North,Electronics,Tablet,10,59889,598890
1893,2025-05-10,C0893,South,Clothing,Jeans,13,48597,631761
1894,2025-05-31,C0894,North,Electronics,Headphones,10,10622,106220
1895,2025-06-09,C0895,South,Clothing,T-shirt,16,19560,312960
1896,2025-06-14,C0896,North,Furniture,Sofa,15,52824,792360
1897,2025-07-01,C0897,North,Clothing,Jeans,18,56747,1021446
1898,2025-08-15,C0898,West,Electronics,Smartwatch,4,35591,142364
1899,2025-07-23,C0899,South,Clothing,Dress,18,16398,295164
1900,2025-08-04,C0900,North,Furniture,Sofa,20,27816,556320
1901,2025-08-21,C0901,South,Electronics,Smartwatch,11,58183,640013
1902,2025-03-08,C0902,West,Clothing,Dress,17,15757,267869
1903,2025-05-08,C0903,North,Clothing,Jacket,9,14842,133578
1904,2025-03-05,C0904,North,Electronics,Tablet,13,23094,300222
1905,2025-04-02,C0905,North,Electronics,Laptop,8,30205,241640
1906,2025-07-29,C0906,South,Electronics,Laptop,4,40220,160880
1907,2025-04-21,C0907,East,Electronics,Headphones,2,48642,97284
1908,2025-08-16,C0908,North,Furniture,Cupboard,1,2293,2293
1909,2025-08-09,C0909,South,Clothing,Jeans,13,59146,768898
1910,2025-06-08,C0910,East,Clothing,Jeans,19,21243,403617
1911,2025-08-22,C0911,West,Clothing,Shirt,2,11890,23780
1912,2025-03-10,C0912,North,Clothing,Jacket,10,35849,358490
1913,2025-04-10,C0913,West,Clothing,Jeans,5,14239,71195
1914,2025-06-30,C0914,North,Furniture,Cupboard,10,3862,38620
1915,2025-07-07,C0915,East,Electronics,Tablet,13,14477,188201
1916,2025-07-30,C0916,East,Furniture,Sofa,14,6150,86100
1917,2025-03-06,C0917,West,Furniture,Sofa,12,37818,453816
1918,2025-08-29,C0918,North,Electronics,Mobile,9,31104,279936
1919,2025-07-09,C0919,East,Furniture,Chair,4,21009,84036
1920,2025-06-26,C0920,West,Electronics,Smartwatch,7,55169,386183
1921,2025-07-24,C0921,North,Clothing,T-shirt,3,17606,52818
1922,2025-05-23,C0922,South,Furniture,Cupboard,9,30252,272268
1923,2025-04-22,C0923,East,Clothing,Dress,17,4925,83725
1924,2025-04-09,C0924,South,Clothing,Jacket,7,1676,11732
1925,2025-03-14,C0925,East,Clothing,Jacket,13,12531,162903
1926,2025-06-13,C0926,East,Clothing,Shirt,12,9959,119508
1927,2025-06-19,C0927,West,Clothing,Shirt,14,58449,818286
1928,2025-04-12,C0928,North,Electronics,Mobile,18,41513,747234
1929,2025-05-08,C0929,East,Furniture,Sofa,8,59683,477464
1930,2025-07-18,C0930,East,Electronics,Headphones,18,52117,938106
1931,2025-05-04,C0931,North,Electronics,Laptop,12,44116,529392
1932,2025-05-18,C0932,North,Furniture,Cupboard,6,56355,338130
1933,2025-08-27,C0933,North,Electronics,Smartwatch,3,34166,102498
1934,2025-03-06,C0934,West,Electronics,Headphones,9,46604,419436
1935,2025-03-01,C0935,East,Electronics,Smartwatch,6,40374,242244
1936,2025-05-23,C0936,West,Furniture,Cupboard,11,24082,264902
1937,2025-08-07,C0937,West,Furniture,Chair,20,11183,223660
1938,2025-04-19,C0938,East,Clothing,T-shirt,17,49751,845767
1939,2025-05-27,C0939,North,Clothing,Jeans,11,2161,23771
1940,2025-08-16,C0940,North,Clothing,Jacket,11,30408,334488
1941,2025-05-11,C0941,South,Furniture,Chair,6,31038,186228
1942,2025-05-05,C0942,West,Clothing,Jeans,17,3000,51000
1943,2025-06-04,C0943,West,Electronics,Smartwatch,5,27218,136090
1944,2025-03-21,C0944,South,Clothing,Dress,9,1255,11295
1945,2025-05-06,C0945,West,Clothing,Shirt,19,49922,948518
1946,2025-05-31,C0946,East,Clothing,Dress,6,7110,42660
1947,2025-07-16,C0947,East,Electronics,Tablet,15,16945,254175
1948,2025-04-25,C0948,West,Furniture,Table,11,59860,658460
1949,2025-03-26,C0949,South,Furniture,Bed,2,4044,8088
1950,2025-05-24,C0950,West,Clothing,Dress,15,41208,618120
1951,2025-05-27,C0951,East,Furniture,Cupboard,14,52893,740502
1952,2025-05-26,C0952,North,Clothing,Jacket,4,7727,30908
1953,2025-04-29,C0953,West,Furniture,Chair,18,54808,986544
1954,2025-04-28,C0954,West,Clothing,T-shirt,6,6119,36714
1955,2025-07-02,C0955,South,Clothing,T-shirt,13,16259,211367
1956,2025-04-28,C0956,North,Clothing,Jacket,20,1558,31160
1957,2025-05-22,C0957,West,Clothing,Dress,4,20467,81868
1958,2025-03-04,C0958,East,Clothing,Dress,19,46725,887775
1959,2025-08-20,C0959,South,Clothing,Shirt,12,26716,320592
1960,2025-05-10,C0960,South,Electronics,Smartwatch,16,5653,90448
1961,2025-06-04,C0961,North,Electronics,Mobile,7,26578,186046
1962,2025-07-09,C0962,East,Electronics,Tablet,18,46346,834228
1963,2025-08-08,C0963,South,Electronics,Smartwatch,9,30843,277587
1964,2025-03-14,C0964,North,Electronics,Smartwatch,11,16519,181709
1965,2025-08-26,C0965,East,Furniture,Sofa,13,3590,46670
1966,2025-07-16,C0966,East,Furniture,Bed,18,44428,799704
1967,2025-04-20,C0967,East,Clothing,Jeans,12,1045,12540
1968,2025-07-19,C0968,West,Clothing,T-shirt,17,13435,228395
1969,2025-08-01,C0969,South,Electronics,Laptop,18,41962,755316
1970,2025-07-01,C0970,North,Clothing,T-shirt,15,11887,178305
1971,2025-07-27,C0971,East,Furniture,Bed,17,23415,398055
1972,2025-08-03,C0972,West,Clothing,Jeans,16,38560,616960
1973,2025-05-02,C0973,North,Electronics,Mobile,9,5571,50139
1974,2025-03-30,C0974,South,Clothing,Jeans,8,25131,201048
1975,2025-05-30,C0975,West,Furniture,Bed,19,47603,904457
1976,2025-05-27,C0976,East,Clothing,Shirt,12,34036,408432
1977,2025-08-09,C0977,West,Furniture,Bed,12,34051,408612
1978,2025-07-18,C0978,West,Electronics,Smartwatch,13,42567,553371
1979,2025-04-28,C0979,South,Electronics,Tablet,1,42808,42808
1980,2025-07-28,C0980,North,Clothing,T-shirt,20,29429,588580
1981,2025-04-02,C0981,South,Furniture,Sofa,14,24959,349426
1982,2025-07-06,C0982,West,Electronics,Laptop,11,27007,297077
1983,2025-07-17,C0983,East,Furniture,Cupboard,5,52658,263290
1984,2025-03-09,C0984,North,Furniture,Table,19,33086,628634
1985,2025-07-06,C0985,West,Electronics,Laptop,6,41764,250584
1986,2025-08-08,C0986,West,Furniture,Cupboard,7,28759,201313
1987,2025-07-30,C0987,West,Electronics,Headphones,15,22079,331185
1988,2025-08-01,C0988,South,Furniture,Bed,6,12236,73416
1989,2025-07-29,C0989,East,Clothing,Dress,15,23371,350565
1990,2025-08-13,C0990,South,Furniture,Chair,2,18717,37434
1991,2025-08-09,C0991,West,Furniture,Cupboard,17,30175,512975
1992,2025-07-31,C0992,West,Clothing,Dress,16,47751,764016
1993,2025-08-10,C0993,West,Furniture,Table,16,18401,294416
1994,2025-03-28,C0994,West,Clothing,Shirt,6,40044,240264
1995,2025-06-01,C0995,West,Furniture,Table,11,59648,656128
1996,2025-05-22,C0996,East,Electronics,Mobile,15,27875,418125
1997,2025-04-26,C0997,East,Electronics,Laptop,15,29326,439890
1998,2025-07-05,C0998,North,Clothing,Jeans,6,19581,117486
1999,2025-05-28,C0999,North,Furniture,Sofa,3,20774,62322
2000,2025-04-26,C1000,West,Clothing,Dress,20,50382,1007640
2001,2025-06-25,C1001,West,Furniture,Bed,18,19254,346572
2002,2025-04-07,C1002,North,Electronics,Laptop,2,41361,82722
2003,2025-05-07,C1003,West,Furniture,Bed,6,28447,170682
2004,2025-07-15,C1004,West,Furniture,Bed,17,28237,480029
2005,2025-06-28,C1005,North,Clothing,Dress,18,55858,1005444
2006,2025-07-21,C1006,West,Electronics,Tablet,1,26635,26635
2007,2025-06-26,C1007,East,Furniture,Chair,12,49132,589584
2008,2025-08-01,C1008,West,Clothing,Dress,5,2399,11995
2009,2025-04-05,C1009,West,Electronics,Laptop,12,30113,361356
2010,2025-06-02,C1010,East,Clothing,Dress,3,18500,55500
2011,2025-03-24,C1011,East,Clothing,Dress,20,50348,1006960
2012,2025-04-24,C1012,North,Clothing,T-shirt,3,30750,92250
2013,2025-04-04,C1013,East,Furniture,Table,7,23550,164850
2014,2025-06-27,C1014,West,Furniture,Table,7,47775,334425
2015,2025-05-14,C1015,South,Clothing,Jacket,11,59593,655523
2016,2025-07-18,C1016,West,Furniture,Chair,5,44151,220755
2017,2025-08-14,C1017,East,Furniture,Sofa,2,53449,106898
2018,2025-04-21,C1018,West,Furniture,Sofa,12,34913,418956
2019,2025-03-19,C1019,South,Furniture,Cupboard,9,43818,394362
2020,2025-07-12,C1020,West,Clothing,Shirt,11,18973,208703
2021,2025-04-12,C1021,North,Electronics,Laptop,12,41797,501564
2022,2025-07-02,C1022,West,Electronics,Headphones,7,9019,63133
2023,2025-06-18,C1023,West,Clothing,Shirt,11,48809,536899
2024,2025-06-12,C1024,West,Electronics,Tablet,13,55061,715793
2025,2025-03-14,C1025,North,Electronics,Smartwatch,18,26410,475380
2026,2025-06-19,C1026,South,Electronics,Smartwatch,10,22268,222680
2027,2025-05-09,C1027,West,Electronics,Tablet,16,19420,310720
2028,2025-07-24,C1028,East,Clothing,Jeans,10,41227,412270
2029,2025-03-07,C1029,West,Electronics,Laptop,2,51593,103186
2030,2025-06-25,C1030,East,Electronics,Mobile,5,36676,183380
2031,2025-07-02,C1031,South,Electronics,Tablet,18,28425,511650
2032,2025-04-13,C1032,East,Clothing,Shirt,17,33672,572424
2033,2025-07-11,C1033,North,Electronics,Laptop,5,2188,10940
2034,2025-06-29,C1034,North,Clothing,Jeans,4,17644,70576
2035,2025-03-10,C1035,East,Furniture,Table,1,21334,21334
2036,2025-03-24,C1036,North,Electronics,Mobile,12,31264,375168
2037,2025-07-23,C1037,West,Clothing,Shirt,20,25223,504460
2038,2025-03-20,C1038,North,Furniture,Cupboard,3,39454,118362
2039,2025-04-25,C1039,South,Furniture,Table,4,32691,130764
2040,2025-04-24,C1040,South,Electronics,Laptop,5,47038,235190
2041,2025-08-13,C1041,East,Furniture,Sofa,3,25981,77943
2042,2025-08-26,C1042,North,Clothing,T-shirt,4,41280,165120
2043,2025-04-08,C1043,North,Furniture,Table,14,15223,213122
2044,2025-05-24,C1044,East,Clothing,Jeans,10,15174,151740
2045,2025-05-19,C1045,North,Furniture,Sofa,13,44343,576459
2046,2025-03-04,C1046,North,Electronics,Headphones,12,11942,143304
2047,2025-03-31,C1047,North,Electronics,Laptop,8,18078,144624
2048,2025-07-27,C1048,East,Electronics,Headphones,20,12865,257300
2049,2025-07-10,C1049,West,Electronics,Laptop,4,53759,215036
2050,2025-05-23,C1050,North,Electronics,Smartwatch,2,24636,49272
2051,2025-07-04,C1051,South,Furniture,Cupboard,20,5356,107120
2052,2025-05-26,C1052,West,Clothing,Dress,11,553,6083
2053,2025-08-20,C1053,North,Furniture,Cupboard,1,5263,5263
2054,2025-06-08,C1054,West,Electronics,Tablet,11,41750,459250
2055,2025-08-06,C1055,South,Electronics,Headphones,14,44897,628558
2056,2025-08-24,C1056,East,Electronics,Laptop,11,14471,159181
2057,2025-03-07,C1057,North,Electronics,Laptop,19,2070,39330
2058,2025-05-26,C1058,South,Furniture,Bed,11,2113,23243
2059,2025-07-17,C1059,South,Electronics,Smartwatch,20,42270,845400
2060,2025-04-15,C1060,East,Furniture,Bed,9,32671,294039
2061,2025-05-29,C1061,South,Electronics,Smartwatch,3,43055,129165
2062,2025-03-17,C1062,East,Clothing,Shirt,8,17812,142496
2063,2025-05-26,C1063,East,Furniture,Chair,8,49429,395432
2064,2025-03-21,C1064,East,Clothing,Jacket,2,43898,87796
2065,2025-06-18,C1065,West,Furniture,Cupboard,3,49540,148620
2066,2025-06-14,C1066,East,Furniture,Chair,19,20447,388493
2067,2025-05-10,C1067,South,Clothing,Dress,1,35590,35590
2068,2025-04-12,C1068,East,Clothing,Jeans,20,44597,891940
2069,2025-03-15,C1069,South,Electronics,Headphones,12,26572,318864
2070,2025-06-14,C1070,West,Clothing,Dress,4,29152,116608
2071,2025-08-15,C1071,East,Clothing,Shirt,10,42296,422960
2072,2025-04-30,C1072,East,Clothing,Shirt,18,1634,29412
2073,2025-08-29,C1073,West,Furniture,Table,8,35612,284896
2074,2025-03-18,C1074,West,Furniture,Chair,13,10310,134030
2075,2025-05-15,C1075,East,Clothing,Dress,13,2424,31512
2076,2025-04-12,C1076,North,Furniture,Table,2,44871,89742
2077,2025-04-21,C1077,West,Furniture,Sofa,8,12026,96208
2078,2025-03-13,C1078,South,Clothing,Dress,4,54012,216048
2079,2025-05-28,C1079,East,Furniture,Table,14,59533,833462
2080,2025-06-01,C1080,South,Clothing,Shirt,16,9320,149120
2081,2025-07-01,C1081,East,Clothing,Jacket,16,9000,144000
2082,2025-08-09,C1082,South,Furniture,Sofa,18,14345,258210
2083,2025-07-06,C1083,East,Furniture,Bed,12,29380,352560
2084,2025-05-18,C1084,South,Clothing,Jacket,19,45629,866951
2085,2025-07-14,C1085,East,Furniture,Chair,12,49635,595620
2086,2025-06-05,C1086,East,Furniture,Chair,17,18106,307802
2087,2025-03-26,C1087,West,Clothing,Jacket,8,39662,317296
2088,2025-07-24,C1088,East,Furniture,Bed,4,32137,128548
2089,2025-05-04,C1089,West,Furniture,Chair,16,8749,139984
2090,2025-08-16,C1090,North,Electronics,Laptop,11,49605,545655
2091,2025-06-02,C1091,South,Electronics,Headphones,12,4199,50388
2092,2025-07-11,C1092,East,Furniture,Cupboard,14,1753,24542
2093,2025-04-22,C1093,West,Clothing,Jeans,11,1707,18777
2094,2025-04-20,C1094,East,Clothing,T-shirt,6,51015,306090
2095,2025-07-07,C1095,West,Furniture,Cupboard,4,10133,40532
2096,2025-08-09,C1096,West,Clothing,Jeans,18,1031,18558
2097,2025-08-03,C1097,West,Furniture,Chair,1,29070,29070
2098,2025-05-21,C1098,South,Furniture,Chair,12,49036,588432
2099,2025-05-27,C1099,West,Furniture,Bed,6,31013,186078
2100,2025-04-09,C1100,North,Electronics,Headphones,13,2776,36088
2101,2025-04-26,C1101,North,Furniture,Chair,4,28566,114264
2102,2025-08-22,C1102,West,Furniture,Bed,9,1546,13914
2103,2025-04-27,C1103,North,Clothing,Dress,4,41356,165424
2104,2025-07-06,C1104,North,Furniture,Cupboard,3,53654,160962
2105,2025-06-03,C1105,South,Furniture,Cupboard,10,20133,201330
2106,2025-05-16,C1106,North,Clothing,Shirt,20,41227,824540
2107,2025-07-14,C1107,East,Clothing,Jeans,6,641,3846
2108,2025-04-12,C1108,North,Electronics,Tablet,14,18994,265916
2109,2025-05-05,C1109,East,Electronics,Smartwatch,15,23376,350640
2110,2025-08-22,C1110,East,Furniture,Chair,14,34147,478058
2111,2025-07-30,C1111,South,Furniture,Cupboard,8,28309,226472
2112,2025-04-29,C1112,North,Clothing,Shirt,16,27095,433520
2113,2025-07-05,C1113,East,Electronics,Laptop,3,33978,101934
2114,2025-07-01,C1114,East,Furniture,Cupboard,17,44140,750380
2115,2025-05-19,C1115,West,Electronics,Headphones,17,32065,545105
2116,2025-08-19,C1116,West,Clothing,Jacket,8,7804,62432
2117,2025-06-11,C1117,East,Clothing,Shirt,19,30051,570969
2118,2025-05-26,C1118,South,Furniture,Cupboard,9,25355,228195
2119,2025-04-05,C1119,East,Electronics,Laptop,14,16888,236432
2120,2025-03-20,C1120,North,Electronics,Tablet,11,21925,241175
2121,2025-06-06,C1121,North,Clothing,Jacket,3,59568,178704
2122,2025-04-28,C1122,West,Clothing,T-shirt,8,36156,289248
2123,2025-04-23,C1123,North,Clothing,Jeans,7,55345,387415
2124,2025-06-18,C1124,East,Clothing,Shirt,11,5708,62788
2125,2025-06-19,C1125,East,Electronics,Laptop,11,2126,23386
2126,2025-05-02,C1126,South,Electronics,Smartwatch,14,1749,24486
2127,2025-03-22,C1127,East,Furniture,Bed,8,54035,432280
2128,2025-05-11,C1128,North,Electronics,Tablet,2,45508,91016
2129,2025-04-25,C1129,North,Furniture,Bed,17,55190,938230
2130,2025-07-06,C1130,West,Electronics,Laptop,1,809,809
2131,2025-06-08,C1131,North,Furniture,Sofa,4,31211,124844
2132,2025-06-07,C1132,North,Electronics,Headphones,16,45180,722880
2133,2025-05-10,C1133,West,Electronics,Smartwatch,4,28999,115996
2134,2025-08-08,C1134,East,Clothing,Jacket,19,21501,408519
2135,2025-04-29,C1135,East,Electronics,Headphones,3,35990,107970
2136,2025-04-29,C1136,East,Electronics,Smartwatch,18,40191,723438
2137,2025-06-12,C1137,East,Clothing,Dress,3,31122,93366
2138,2025-05-21,C1138,North,Clothing,Jeans,18,35278,635004
2139,2025-06-15,C1139,South,Electronics,Smartwatch,10,54911,549110
2140,2025-07-30,C1140,East,Furniture,Bed,11,9035,99385
2141,2025-03-23,C1141,North,Furniture,Table,12,43807,525684
2142,2025-03-05,C1142,South,Furniture,Cupboard,10,9580,95800
2143,2025-06-07,C1143,North,Clothing,T-shirt,5,41497,207485
2144,2025-04-18,C1144,East,Furniture,Table,11,9593,105523
2145,2025-06-15,C1145,East,Electronics,Mobile,16,24225,387600
2146,2025-06-12,C1146,North,Clothing,Dress,18,58415,1051470
2147,2025-04-27,C1147,South,Electronics,Headphones,16,7368,117888
2148,2025-07-05,C1148,North,Furniture,Bed,8,46800,374400
2149,2025-05-17,C1149,West,Electronics,Headphones,2,25298,50596
2150,2025-03-16,C1150,West,Clothing,Jeans,8,1550,12400
2151,2025-06-22,C1151,East,Furniture,Chair,12,45595,547140
2152,2025-06-04,C1152,North,Clothing,Jeans,10,44300,443000
2153,2025-04-02,C1153,East,Furniture,Chair,13,15989,207857
2154,2025-06-21,C1154,North,Electronics,Mobile,13,34399,447187
2155,2025-05-26,C1155,East,Clothing,Jacket,8,59601,476808
2156,2025-08-19,C1156,West,Electronics,Smartwatch,5,29330,146650
2157,2025-05-19,C1157,South,Clothing,Jeans,4,7744,30976
2158,2025-04-13,C1158,East,Furniture,Sofa,7,11505,80535
2159,2025-08-14,C1159,South,Electronics,Mobile,6,9758,58548
2160,2025-03-08,C1160,South,Electronics,Mobile,7,55065,385455
2161,2025-03-02,C1161,East,Electronics,Smartwatch,7,54021,378147
2162,2025-08-18,C1162,West,Furniture,Cupboard,12,7329,87948
2163,2025-08-06,C1163,South,Clothing,Shirt,2,32473,64946
2164,2025-04-17,C1164,West,Furniture,Cupboard,7,20036,140252
2165,2025-06-07,C1165,South,Furniture,Sofa,15,7833,117495
2166,2025-08-14,C1166,North,Clothing,Jacket,1,13556,13556
2167,2025-08-12,C1167,East,Electronics,Headphones,19,48560,922640
2168,2025-05-04,C1168,East,Clothing,T-shirt,11,18205,200255
2169,2025-08-25,C1169,West,Clothing,Jacket,4,30787,123148
2170,2025-04-27,C1170,East,Furniture,Cupboard,15,22481,337215
2171,2025-04-25,C1171,North,Electronics,Laptop,13,20965,272545
2172,2025-07-28,C1172,South,Clothing,Shirt,5,57332,286660
2173,2025-04-24,C1173,West,Clothing,Jeans,19,34137,648603
2174,2025-04-16,C1174,North,Clothing,Shirt,6,50439,302634
2175,2025-06-25,C1175,South,Furniture,Sofa,3,16463,49389
2176,2025-05-11,C1176,South,Clothing,Jeans,3,3052,9156
2177,2025-06-13,C1177,West,Furniture,Cupboard,1,5451,5451
2178,2025-04-16,C1178,South,Electronics,Tablet,3,31335,94005
2179,2025-08-09,C1179,North,Clothing,Jacket,17,51676,878492
2180,2025-06-23,C1180,West,Clothing,T-shirt,20,57082,1141640
2181,2025-08-22,C1181,West,Furniture,Bed,3,51830,155490
2182,2025-05-15,C1182,West,Clothing,T-shirt,20,21970,439400
2183,2025-03-11,C1183,North,Electronics,Laptop,14,34240,479360
2184,2025-05-05,C1184,West,Furniture,Chair,5,53671,268355
2185,2025-04-29,C1185,North,Furniture,Table,10,48297,482970
2186,2025-03-28,C1186,East,Electronics,Headphones,4,8532,34128
2187,2025-04-01,C1187,North,Furniture,Bed,7,39316,275212
2188,2025-03-25,C1188,South,Electronics,Smartwatch,5,17187,85935
2189,2025-03-08,C1189,East,Furniture,Chair,18,57132,1028376
2190,2025-05-11,C1190,North,Furniture,Table,17,5288,89896
2191,2025-07-29,C1191,West,Clothing,Dress,10,33764,337640
2192,2025-08-05,C1192,East,Electronics,Mobile,3,16849,50547
2193,2025-03-31,C1193,North,Electronics,Mobile,19,41827,794713
2194,2025-07-31,C1194,North,Clothing,Dress,10,2537,25370
2195,2025-03-05,C1195,West,Electronics,Laptop,3,51486,154458
2196,2025-05-22,C1196,South,Electronics,Tablet,16,8213,131408
2197,2025-03-10,C1197,East,Clothing,Dress,15,52603,789045
2198,2025-03-11,C1198,South,Furniture,Chair,12,38534,462408
2199,2025-04-09,C1199,North,Furniture,Chair,11,32338,355718
2200,2025-07-04,C1200,East,Electronics,Smartwatch,19,19994,379886
2201,2025-07-22,C1201,North,Clothing,Shirt,15,2765,41475
2202,2025-08-02,C1202,North,Furniture,Chair,11,5717,62887
2203,2025-07-01,C1203,East,Furniture,Table,5,37659,188295
2204,2025-07-27,C1204,West,Clothing,T-shirt,14,37995,531930
2205,2025-05-28,C1205,East,Electronics,Tablet,10,43955,439550
2206,2025-04-01,C1206,South,Clothing,Jacket,2,30905,61810
2207,2025-06-19,C1207,East,Clothing,T-shirt,8,48388,387104
2208,2025-08-21,C1208,South,Furniture,Cupboard,9,16029,144261
2209,2025-03-17,C1209,South,Electronics,Headphones,18,8211,147798
2210,2025-05-13,C1210,East,Clothing,Jeans,1,22932,22932
2211,2025-08-08,C1211,South,Clothing,Dress,18,20540,369720
2212,2025-06-20,C1212,West,Clothing,T-shirt,13,22781,296153
2213,2025-06-18,C1213,North,Electronics,Mobile,14,37335,522690
2214,2025-03-21,C1214,South,Furniture,Sofa,16,51480,823680
2215,2025-04-29,C1215,East,Furniture,Table,7,56818,397726
2216,2025-05-16,C1216,South,Furniture,Table,18,7057,127026
2217,2025-05-19,C1217,East,Electronics,Laptop,1,48697,48697
2218,2025-08-11,C1218,South,Electronics,Tablet,5,27523,137615
2219,2025-07-08,C1219,North,Clothing,Jeans,14,41993,587902
2220,2025-07-21,C1220,West,Furniture,Chair,20,21660,433200
2221,2025-06-01,C1221,South,Electronics,Mobile,11,14166,155826
2222,2025-08-26,C1222,East,Furniture,Bed,9,38183,343647
2223,2025-06-15,C1223,North,Electronics,Headphones,3,19530,58590
2224,2025-06-12,C1224,South,Furniture,Table,8,59054,472432
2225,2025-08-05,C1225,East,Clothing,Jeans,5,38520,192600
2226,2025-06-18,C1226,West,Clothing,T-shirt,6,35222,211332
2227,2025-04-24,C1227,East,Clothing,Shirt,1,57664,57664
2228,2025-04-04,C1228,North,Clothing,Jeans,3,27707,83121
2229,2025-06-04,C1229,South,Furniture,Table,17,57644,979948
2230,2025-08-12,C1230,South,Electronics,Smartwatch,3,13778,41334
2231,2025-07-07,C1231,West,Clothing,Jeans,5,15117,75585
2232,2025-03-12,C1232,North,Clothing,Jeans,19,42816,813504
2233,2025-08-21,C1233,North,Clothing,T-shirt,16,32819,525104
2234,2025-06-15,C1234,North,Furniture,Sofa,10,1579,15790
2235,2025-03-02,C1235,East,Furniture,Table,15,30658,459870
2236,2025-05-08,C1236,East,Electronics,Mobile,2,31199,62398
